iter	RMSE
1683	200413.004
1684	200395.0194
1685	200389.8837
1686	200379.7866
1687	200368.4726
1688	200358.1347
1689	200344.1836
1690	200341.1065
1691	200331.4734
1692	200304.1111
1693	200284.0342
1694	200261.248
1695	200231.8945
1696	200223.2554
1697	200208.7029
1698	200188.1342
1699	200162.0515
1700	200146.2872
1701	200124.9701
1702	200108.6676
1703	200101.3765
1704	200095.0498
1705	200070.2216
1706	200044.1714
1707	200022.5091
1708	200008.2287
1709	199986.8515
1710	199978.9503
1711	199967.2518
1712	199966.8595
1713	199966.4766
1714	199949.3306
1715	199933.7305
1716	199904.1013
1717	199892.2315
1718	199872.6966
1719	199831.9843
1720	199823.2837
1721	199811.3385
1722	199792.6829
1723	199778.1472
1724	199756.1689
1725	199742.2769
1726	199732.7338
1727	199725.4721
1728	199725.1942
1729	199713.0821
1730	199693.2161
1731	199681.5716
1732	199659.236
1733	199647.3961
1734	199632.3588
1735	199606.4107
1736	199599.376
1737	199566.5023
1738	199539.7787
1739	199521.6809
1740	199499.7451
1741	199472.8442
1742	199450.9704
1743	199440.0584
1744	199415.7884
1745	199391.5405
1746	199368.7296
1747	199355.9462
1748	199318.4208
1749	199316.9006
1750	199295.8727
1751	199271.8549
1752	199255.1106
1753	199234.2546
1754	199211.0397
1755	199200.4966
1756	199170.712
1757	199158.3672
1758	199134.9448
1759	199122.0144
1760	199087.9628
1761	199057.5302
1762	199034.811
1763	199007.912
1764	199006.4351
1765	198991.1482
1766	198980.7208
1767	198957.0608
1768	198940.0213
1769	198938.387
1770	198914.308
1771	198908.8192
1772	198891.4237
1773	198874.1115
1774	198839.4468
1775	198834.1431
1776	198805.6275
1777	198788.2787
1778	198765.1242
1779	198738.7636
1780	198717.4525
1781	198696.2923
1782	198688.0357
1783	198671.6755
1784	198655.7509
1785	198629.3078
1786	198616.6988
1787	198611.0829
1788	198596.4711
1789	198569.609
1790	198548.6465
1791	198531.8323
1792	198503.9326
1793	198484.7492
1794	198464.0806
1795	198453.6732
1796	198440.8232
1797	198423.2254
1798	198395.5155
1799	198387.9402
1800	198371.7676
1801	198363.2733
1802	198347.8899
1803	198329.3212
1804	198309.1212
1805	198286.8453
1806	198275.0244
1807	198271.3564
1808	198248.9326
1809	198239.3874
1810	198218.8295
1811	198202.2091
1812	198187.7385
1813	198183.2871
1814	198182.8935
1815	198176.6562
1816	198176.3107
1817	198159.2131
1818	198136.7185
1819	198125.3475
1820	198097.3075
1821	198078.3733
1822	198074.6986
1823	198073.1008
1824	198047.4289
1825	198019.2887
1826	198006.6939
1827	197991.1951
1828	197982.9428
1829	197965.239
1830	197944.1938
1831	197930.2271
1832	197904.1191
1833	197882.8618
1834	197867.4877
1835	197854.5806
1836	197835.1128
1837	197825.2685
1838	197810.0905
1839	197798.0376
1840	197785.7145
1841	197785.4669
1842	197758.6836
1843	197737.2999
1844	197720.9405
1845	197700.8512
1846	197682.9575
1847	197682.7148
1848	197662.2598
1849	197645.3278
1850	197635.1308
1851	197626.3311
1852	197621.6001
1853	197606.9523
1854	197590.3645
1855	197585.8421
1856	197572.9003
1857	197552.5516
1858	197526.6505
1859	197509.5094
1860	197483.5465
1861	197468.9813
1862	197463.7374
1863	197448.7872
1864	197435.5092
1865	197419.6666
1866	197394.8203
1867	197394.4978
1868	197372.7501
1869	197349.7347
1870	197326.8304
1871	197315.1306
1872	197310.7843
1873	197305.7399
1874	197302.9475
1875	197302.6234
1876	197284.2912
1877	197262.6788
1878	197251.5399
1879	197232.4735
1880	197208.0227
1881	197179.9751
1882	197166.3116
1883	197156.1486
1884	197143.9748
1885	197129.5665
1886	197123.2212
1887	197102.1161
1888	197095.1208
1889	197074.0944
1890	197053.7718
1891	197042.2909
1892	197033.5115
1893	197009.5994
1894	196977.5246
1895	196949.626
1896	196937.3142
1897	196922.6303
1898	196908.5725
1899	196886.8982
1900	196872.9489
1901	196851.8774
1902	196844.5094
1903	196839.4921
1904	196824.1791
1905	196808.9145
1906	196795.5629
1907	196779.1813
1908	196767.9365
1909	196762.5251
1910	196741.257
1911	196732.5063
1912	196706.9432
1913	196693.6306
1914	196682.0238
1915	196677.0769
1916	196664.5858
1917	196636.005
1918	196628.8249
1919	196602.7048
1920	196601.4059
1921	196586.7757
1922	196570.2114
1923	196557.5455
1924	196541.1598
1925	196524.5633
1926	196512.1449
1927	196489.9338
1928	196473.5354
1929	196452.2601
1930	196439.3705
1931	196425.189
1932	196399.6147
1933	196373.0391
1934	196359.5889
1935	196340.899
1936	196340.6877
1937	196323.374
1938	196315.1326
1939	196294.23
1940	196248.2685
1941	196233.1998
1942	196222.0364
1943	196209.1183
1944	196201.1745
1945	196178.3394
1946	196158.8661
1947	196135.7708
1948	196101.8153
1949	196087.4358
1950	196073.7264
1951	196073.5089
1952	196057.3725
1953	196032.8249
1954	196022.0793
1955	195997.8301
1956	195984.4503
1957	195977.1284
1958	195957.1562
1959	195937.433
1960	195922.8676
1961	195915.3765
1962	195895.9371
1963	195875.5865
1964	195852.9151
1965	195840.8376
1966	195824.977
1967	195817.6636
1968	195800.8751
1969	195775.6854
1970	195763.2114
1971	195743.4064
1972	195725.469
1973	195708.9231
1974	195699.7432
1975	195692.6193
1976	195675.0928
1977	195635.9031
1978	195635.3219
1979	195615.5423
1980	195593.8854
1981	195578.3299
1982	195563.0791
1983	195534.1195
1984	195512.4209
1985	195509.4002
1986	195492.8665
1987	195477.7841
1988	195468.0918
1989	195451.1677
1990	195431.8871
1991	195414.927
1992	195414.7313
1993	195400.7824
1994	195389.3928
1995	195356.6434
1996	195342.0856
1997	195325.3878
1998	195314.6875
1999	195276.7881
